1,"Bebidas","Refrigerantes, cafés, chás e cervejas","QUICK","QUICK-Stop","Horst Kloss","Gerente Financeiro","Taucherstraße 10","Cunewalde",,"01307","Alemanha","0372-035188",,10285,1,14.4000,45,2.00000003e-01,1,"Davolio","Nancy","Representante de Vendas","Sra.","12/08/68 00:00:00","05/01/92 00:00:00","507 - 20th Ave. E.
Apt. 2A","Seattle","WA","98122","EUA","(206) 555-9857","5467","Sua educação inclui um bacharelado em Psicologia pela Universidade de Colorado. Nancy é membro do Conselho Internacional de Alimentação.",2,1,"Exotic Liquids","Charlotte Cooper","Gerente de Encomendas","49 Gilbert St.","London",,"EC1 4SD","Reino Unido","(171) 555-2222",,,10285,"QUICK",1,"08/20/96 00:00:00","09/17/96 00:00:00","08/26/96 00:00:00",2,76.8300,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Alemanha",1,"Chai",1,1,"10 caixas x 20 pacotes",18.0000,39,0,10,0,2,"United Package","(503) 555-3199"
1,"Bebidas","Refrigerantes, cafés, chás e cervejas","RATTC","Rattlesnake Canyon Grocery","Paula Wilson","Assistente do Repr. de Vendas","2817 Milton Dr.","Albuquerque","NM","87110","EUA","(505) 555-5939","(505) 555-3620",10294,1,14.4000,18,0.00000000e+00,4,"Peacock","Margaret","Representante de Vendas","Sra.","09/19/58 00:00:00","05/03/93 00:00:00","4110 Old Redmond Rd.","Redmond","WA","98052","EUA","(206) 555-8122","5176","Margaret tem bacharelado em Literatura Inglesa pela Faculdade de Concordia e mestrado pelo Instituto Americano de Artes Culinárias. Ela foi designada temporariamente para o escritório de Londres antes de retornar a seu posto permanente em Seattle.",2,1,"Exotic Liquids","Charlotte Cooper","Gerente de Encomendas","49 Gilbert St.","London",,"EC1 4SD","Reino Unido","(171) 555-2222",,,10294,"RATTC",4,"08/30/96 00:00:00","09/27/96 00:00:00","09/05/96 00:00:00",2,147.2600,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","EUA",1,"Chai",1,1,"10 caixas x 20 pacotes",18.0000,39,0,10,0,2,"United Package","(503) 555-3199"
1,"Bebidas","Refrigerantes, cafés, chás e cervejas","LONEP","Lonesome Pine Restaurant","Fran Wilson","Gerente de Vendas","89 Chiaroscuro Rd.","Portland","OR","97219","EUA","(503) 555-9573","(503) 555-9646",10317,1,14.4000,20,0.00000000e+00,6,"Suyama","Michael","Representante de Vendas","Sr.","07/02/63 00:00:00","10/17/93 00:00:00","Coventry House
Miner Rd.","London",,"EC2 7JR","Reino Unido","(71) 555-7773","428","Michael formou-se em Economia pela Universidade de Sussex, MA, e em Marketing pela Universidade da Califórnia, em Los Angeles. Também fez cursos de Comércio Multicultural e Administração para Profisssionais de Vendas. Ele é fluente em japonês e sabe ler e escrever em francês, português e espanhol.",5,1,"Exotic Liquids","Charlotte Cooper","Gerente de Encomendas","49 Gilbert St.","London",,"EC1 4SD","Reino Unido","(171) 555-2222",,,10317,"LONEP",6,"09/30/96 00:00:00","10/28/96 00:00:00","10/10/96 00:00:00",1,12.6900,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","EUA",1,"Chai",1,1,"10 caixas x 20 pacotes",18.0000,39,0,10,0,1,"Speedy Express","(503) 555-9831"
1,"Bebidas","Refrigerantes, cafés, chás e cervejas","WANDK","Die Wandernde Kuh","Rita Müller","Representante de Vendas","Adenauerallee 900","Stuttgart",,"70563","Alemanha","0711-020361","0711-035428",10348,1,14.4000,15,1.50000006e-01,4,"Peacock","Margaret","Representante de Vendas","Sra.","09/19/58 00:00:00","05/03/93 00:00:00","4110 Old Redmond Rd.","Redmond","WA","98052","EUA","(206) 555-8122","5176","Margaret tem bacharelado em Literatura Inglesa pela Faculdade de Concordia e mestrado pelo Instituto Americano de Artes Culinárias. Ela foi designada temporariamente para o escritório de Londres antes de retornar a seu posto permanente em Seattle.",2,1,"Exotic Liquids","Charlotte Cooper","Gerente de Encomendas","49 Gilbert St.","London",,"EC1 4SD","Reino Unido","(171) 555-2222",,,10348,"WANDK",4,"11/07/96 00:00:00","12/05/96 00:00:00","11/15/96 00:00:00",2,0.7800,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Alemanha",1,"Chai",1,1,"10 caixas x 20 pacotes",18.0000,39,0,10,0,2,"United Package","(503) 555-3199"
1,"Bebidas","Refrigerantes, cafés, chás e cervejas","PERIC","Pericles Comidas clásicas","Guillermo Fernández","Representante de Vendas","Calle Dr. Jorge Cash 321","México D.F.",,"05033","México","(5) 552-3745","(5) 545-3745",10354,1,14.4000,12,0.00000000e+00,8,"Callahan","Laura","Coordenador de Vendas Internas","Sra.","01/09/58 00:00:00","03/05/94 00:00:00","4726 - 11th Ave. N.E.","Seattle","WA","98105","EUA","(206) 555-1189","2344","Laura tem bacharelado em Psicologia pela Universidade de Washington. Ela também concluiu um curso de francês empresarial. Ela lê e escreve em francês.",2,1,"Exotic Liquids","Charlotte Cooper","Gerente de Encomendas","49 Gilbert St.","London",,"EC1 4SD","Reino Unido","(171) 555-2222",,,10354,"PERIC",8,"11/14/96 00:00:00","12/12/96 00:00:00","11/20/96 00:00:00",3,53.8000,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.",,"05033","México",1,"Chai",1,1,"10 caixas x 20 pacotes",18.0000,39,0,10,0,3,"Federal Shipping","(503) 555-9931"
1,"Bebidas","Refrigerantes, cafés, chás e cervejas","CHOPS","Chop-suey Chinese","Yang Wang","Proprietário","Hauptstr. 29","Bern",,"3012","Suíça","0452-076545",,10370,1,14.4000,15,1.50000006e-01,6,"Suyama","Michael","Representante de Vendas","Sr.","07/02/63 00:00:00","10/17/93 00:00:00","Coventry House
Miner Rd.","London",,"EC2 7JR","Reino Unido","(71) 555-7773","428","Michael formou-se em Economia pela Universidade de Sussex, MA, e em Marketing pela Universidade da Califórnia, em Los Angeles. Também fez cursos de Comércio Multicultural e Administração para Profisssionais de Vendas. Ele é fluente em japonês e sabe ler e escrever em francês, português e espanhol.",5,1,"Exotic Liquids","Charlotte Cooper","Gerente de Encomendas","49 Gilbert St.","London",,"EC1 4SD","Reino Unido","(171) 555-2222",,,10370,"CHOPS",6,"12/03/96 00:00:00","12/31/96 00:00:00","12/27/96 00:00:00",2,1.1700,"Chop-suey Chinese","Hauptstr. 31","Bern",,"3012","Suíça",1,"Chai",1,1,"10 caixas x 20 pacotes",18.0000,39,0,10,0,2,"United Package","(503) 555-3199"
1,"Bebidas","Refrigerantes, cafés, chás e cervejas","QUEEN","Queen Cozinha","Lúcia Carvalho","Assistente de Marketing","Alameda dos Canàrios, 891","São Paulo","SP","05487-020","Brasil","(11) 555-1189",,10406,1,14.4000,10,0.00000000e+00,7,"King","Robert","Representante de Vendas","Sr.","05/29/60 00:00:00","01/02/94 00:00:00","Edgeham Hollow
Winchester Way","London",,"RG1 9SP","Reino Unido","(71) 555-5598","465","Robert King serviu nas Forças de Paz e viajou muito antes de obter seu diploma de inglês na Universidade de Michigan e ingressar na empresa. Depois de concluir um curso chamado ""Vendas na Europa"", ele foi transferido para o escritório de Londres.",5,1,"Exotic Liquids","Charlotte Cooper","Gerente de Encomendas","49 Gilbert St.","London",,"EC1 4SD","Reino Unido","(171) 555-2222",,,10406,"QUEEN",7,"01/07/97 00:00:00","02/18/97 00:00:00","01/13/97 00:00:00",1,108.0400,"Queen Cozinha","Alameda dos Canàrios, 891","São Paulo","SP","05487-020","Brasil",1,"Chai",1,1,"10 caixas x 20 pacotes",18.0000,39,0,10,0,1,"Speedy Express","(503) 555-9831"
1,"Bebidas","Refrigerantes, cafés, chás e cervejas","LAMAI","La maison d'Asie","Annette Roulet","Gerente de Vendas","1 rue Alsace-Lorraine","Toulouse",,"31000","França","61.77.61.10","61.77.61.11",10413,1,14.4000,24,0.00000000e+00,3,"Leverling","Janet","Representante de Vendas","Sra.","08/30/63 00:00:00","04/01/92 00:00:00","722 Moss Bay Blvd.","Kirkland","WA","98033","EUA","(206) 555-3412","3355","Janet formou-se em Química pela Faculdade de Boston. Tem também certificado de conclusão do curso de Gerenciamento de Vendas de Alimentos. Janet foi contratada como assessora de vendas e foi promovida a representante de vendas.",2,1,"Exotic Liquids","Charlotte Cooper","Gerente de Encomendas","49 Gilbert St.","London",,"EC1 4SD","Reino Unido","(171) 555-2222",,,10413,"LAMAI",3,"01/14/97 00:00:00","02/11/97 00:00:00","01/16/97 00:00:00",2,95.6600,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","França",1,"Chai",1,1,"10 caixas x 20 pacotes",18.0000,39,0,10,0,2,"United Package","(503) 555-3199"
1,"Bebidas","Refrigerantes, cafés, chás e cervejas","PRINI","Princesa Isabel Vinhos","Isabel de Castro","Representante de Vendas","Estrada da saúde n. 58","Lisboa",,"1756","Portugal","(1) 356-5634",,10477,1,14.4000,15,0.00000000e+00,5,"Buchanan","Steven","Gerente de Vendas","Sr.","03/04/55 00:00:00","10/17/93 00:00:00","14 Garrett Hill","London",,"SW1 8JR","Reino Unido","(71) 555-4848","3453","Steven Buchanan formou-se pela Universidade St. Andrews, Escócia. Depois de trabalhar na empresa como representante de vendas, passou 6 meses em um programa de orientação no escritório de Seattle e voltou ao seu posto permanente em Londres, onde foi promovido a gerente de vendas. O Sr. Buchanan concluiu cursos de Telemarketing e de Gerente de Vendas Internacionais. Ele é fluente em francês.",2,1,"Exotic Liquids","Charlotte Cooper","Gerente de Encomendas","49 Gilbert St.","London",,"EC1 4SD","Reino Unido","(171) 555-2222",,,10477,"PRINI",5,"03/17/97 00:00:00","04/14/97 00:00:00","03/25/97 00:00:00",2,13.0200,"Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa",,"1756","Portugal",1,"Chai",1,1,"10 caixas x 20 pacotes",18.0000,39,0,10,0,2,"United Package","(503) 555-3199"
1,"Bebidas","Refrigerantes, cafés, chás e cervejas","LEHMS","Lehmanns Marktstand","Renate Messner","Representante de Vendas","Magazinweg 7","Frankfurt a.M. ",,"60528","Alemanha","069-0245984","069-0245874",10522,1,18.0000,40,2.00000003e-01,4,"Peacock","Margaret","Representante de Vendas","Sra.","09/19/58 00:00:00","05/03/93 00:00:00","4110 Old Redmond Rd.","Redmond","WA","98052","EUA","(206) 555-8122","5176","Margaret tem bacharelado em Literatura Inglesa pela Faculdade de Concordia e mestrado pelo Instituto Americano de Artes Culinárias. Ela foi designada temporariamente para o escritório de Londres antes de retornar a seu posto permanente em Seattle.",2,1,"Exotic Liquids","Charlotte Cooper","Gerente de Encomendas","49 Gilbert St.","London",,"EC1 4SD","Reino Unido","(171) 555-2222",,,10522,"LEHMS",4,"04/30/97 00:00:00","05/28/97 00:00:00","05/06/97 00:00:00",1,45.3300,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Alemanha",1,"Chai",1,1,"10 caixas x 20 pacotes",18.0000,39,0,10,0,1,"Speedy Express","(503) 555-9831"
